id_detalle_venta,id_venta,id_producto,cantidad,precio_unitario_venta,costo_unitario_venta,descuento_linea,impuesto_linea,subtotal_linea,total_linea
869,301,18,5,18.90,12.26,0.00,0.00,94.50,94.50
870,301,4,5,8.14,4.13,0.00,0.00,40.70,40.70
871,301,4,2,8.78,4.13,0.00,0.00,17.56,17.56
872,302,49,1,20.77,10.66,0.00,0.00,20.77,20.77
873,302,54,2,9.80,5.48,0.00,0.00,19.60,19.60
874,302,7,1,7.71,4.00,0.00,0.00,7.71,7.71
875,303,9,4,4.57,2.11,0.00,0.00,18.28,18.28
876,303,31,4,4.60,3.03,0.00,0.00,18.40,18.40
877,304,10,3,12.93,6.42,0.00,0.00,38.79,38.79
878,304,37,1,8.51,5.38,0.00,0.00,8.51,8.51
879,304,16,5,5.78,3.65,0.00,0.00,28.90,28.90
880,305,49,4,20.84,10.66,0.00,0.00,83.36,83.36
881,305,12,3,7.08,3.53,0.00,0.00,21.24,21.24
882,306,18,1,18.62,12.26,0.00,0.00,18.62,18.62
883,306,2,5,12.39,7.99,0.00,0.00,61.95,61.95
884,306,38,4,8.12,4.85,0.00,0.00,32.48,32.48
885,306,16,2,5.89,3.65,0.00,0.00,11.78,11.78
886,306,27,5,11.74,5.35,0.00,0.00,58.70,58.70
887,307,60,2,3.35,1.51,0.00,0.00,6.70,6.70
888,307,26,3,5.19,3.42,0.00,0.00,15.57,15.57
889,307,44,4,12.91,9.30,0.00,0.00,51.64,51.64
890,307,16,3,5.72,3.65,0.00,0.00,17.16,17.16
891,307,19,4,37.06,20.01,0.00,0.00,148.24,148.24
892,308,8,2,8.96,5.34,0.00,0.00,17.92,17.92
893,308,54,3,10.46,5.48,0.00,0.00,31.38,31.38
894,309,33,4,10.74,6.80,0.00,0.00,42.96,42.96
895,309,35,3,21.44,12.45,0.00,0.00,64.32,64.32
896,309,9,2,4.11,2.11,0.00,0.00,8.22,8.22
897,310,45,1,16.35,11.07,0.00,0.00,16.35,16.35
898,311,45,5,16.70,11.07,0.00,0.00,83.50,83.50
899,311,26,3,5.83,3.42,0.00,0.00,17.49,17.49
900,312,44,5,13.74,9.30,0.00,0.00,68.70,68.70
901,312,31,4,5.03,3.03,0.00,0.00,20.12,20.12
902,312,55,2,5.43,2.53,0.00,0.00,10.86,10.86
903,313,26,4,5.28,3.42,0.00,0.00,21.12,21.12
904,313,31,1,5.16,3.03,0.00,0.00,5.16,5.16
905,313,50,3,23.01,13.05,0.00,0.00,69.03,69.03
906,313,38,3,7.64,4.85,0.00,0.00,22.92,22.92
907,314,46,5,21.47,14.53,0.00,0.00,107.35,107.35
908,314,47,2,33.37,15.78,0.00,0.00,66.74,66.74
909,314,34,2,13.40,6.89,0.00,0.00,26.80,26.80
910,314,46,3,21.85,14.53,0.00,0.00,65.55,65.55
911,315,40,4,16.84,8.61,0.00,0.00,67.36,67.36
912,315,35,4,20.14,12.45,0.00,0.00,80.56,80.56
913,316,40,1,16.89,8.61,0.00,0.00,16.89,16.89
914,317,19,3,33.60,20.01,0.00,0.00,100.80,100.80
915,317,46,2,20.66,14.53,0.00,0.00,41.32,41.32
916,317,11,1,3.56,2.23,0.00,0.00,3.56,3.56
917,317,32,4,27.69,17.58,0.00,0.00,110.76,110.76
918,318,13,1,10.22,6.09,0.00,0.00,10.22,10.22
919,318,48,2,40.71,17.58,0.00,0.00,81.42,81.42
920,319,10,1,12.06,6.42,0.00,0.00,12.06,12.06
921,320,60,3,3.42,1.51,0.00,0.00,10.26,10.26
922,321,56,5,13.47,5.85,0.00,0.00,67.35,67.35
923,321,5,5,6.38,2.76,0.00,0.00,31.90,31.90
924,321,58,1,4.57,2.92,0.00,0.00,4.57,4.57
925,321,29,2,10.67,7.21,0.00,0.00,21.34,21.34
926,322,58,2,4.73,2.92,0.00,0.00,9.46,9.46
927,322,32,2,26.75,17.58,0.00,0.00,53.50,53.50
928,322,22,4,15.72,11.58,0.00,0.00,62.88,62.88
929,322,2,3,12.25,7.99,0.00,0.00,36.75,36.75
930,323,20,2,10.77,7.01,0.00,0.00,21.54,21.54
931,323,19,2,35.13,20.01,0.00,0.00,70.26,70.26
932,323,43,2,14.58,10.28,0.00,0.00,29.16,29.16
933,324,27,5,11.28,5.35,0.00,0.00,56.40,56.40
934,324,33,5,11.02,6.80,0.00,0.00,55.10,55.10
935,325,57,3,6.73,4.03,0.00,0.00,20.19,20.19
936,325,6,2,5.93,3.45,0.00,0.00,11.86,11.86
937,325,43,1,15.13,10.28,0.00,0.00,15.13,15.13
938,325,46,5,22.06,14.53,0.00,0.00,110.30,110.30
939,326,55,3,5.79,2.53,0.00,0.00,17.37,17.37
940,326,27,4,11.91,5.35,0.00,0.00,47.64,47.64
941,327,41,4,28.16,17.87,0.00,0.00,112.64,112.64
942,327,20,5,10.88,7.01,0.00,0.00,54.40,54.40
943,328,30,4,11.78,5.71,0.00,0.00,47.12,47.12
944,328,55,4,5.81,2.53,0.00,0.00,23.24,23.24
945,328,21,2,10.20,5.46,0.00,0.00,20.40,20.40
946,328,45,5,16.51,11.07,0.00,0.00,82.55,82.55
947,329,7,3,8.03,4.00,0.00,0.00,24.09,24.09
948,330,37,2,8.06,5.38,0.00,0.00,16.12,16.12
949,330,14,5,3.69,2.08,0.00,0.00,18.45,18.45
950,331,36,4,18.71,11.38,0.00,0.00,74.84,74.84
951,331,27,2,11.30,5.35,0.00,0.00,22.60,22.60
952,332,4,5,8.17,4.13,0.00,0.00,40.85,40.85
953,332,17,2,32.79,19.07,0.00,0.00,65.58,65.58
954,333,44,3,12.68,9.30,0.00,0.00,38.04,38.04
955,333,3,3,14.03,7.05,0.00,0.00,42.09,42.09
956,333,36,2,18.94,11.38,0.00,0.00,37.88,37.88
957,333,31,2,4.70,3.03,0.00,0.00,9.40,9.40
958,333,46,3,21.20,14.53,0.00,0.00,63.60,63.60
959,334,48,4,37.03,17.58,0.00,0.00,148.12,148.12
960,334,2,5,11.64,7.99,0.00,0.00,58.20,58.20
961,335,42,2,11.04,5.39,0.00,0.00,22.08,22.08
962,336,20,4,10.85,7.01,0.00,0.00,43.40,43.40
963,337,44,5,13.80,9.30,0.00,0.00,69.00,69.00
964,337,25,5,5.96,3.77,0.00,0.00,29.80,29.80
965,337,4,5,8.56,4.13,0.00,0.00,42.80,42.80
966,338,38,3,7.48,4.85,0.00,0.00,22.44,22.44
967,338,10,4,13.02,6.42,0.00,0.00,52.08,52.08
968,339,5,3,5.73,2.76,0.00,0.00,17.19,17.19
969,340,33,3,10.94,6.80,0.00,0.00,32.82,32.82
970,340,4,4,7.98,4.13,0.00,0.00,31.92,31.92
971,340,35,4,21.96,12.45,0.00,0.00,87.84,87.84
972,340,21,4,9.78,5.46,0.00,0.00,39.12,39.12
973,340,17,3,35.76,19.07,0.00,0.00,107.28,107.28
974,341,44,4,14.01,9.30,0.00,0.00,56.04,56.04
975,342,35,2,20.24,12.45,0.00,0.00,40.48,40.48
976,342,2,3,11.79,7.99,0.00,0.00,35.37,35.37
977,342,10,1,11.92,6.42,0.00,0.00,11.92,11.92
978,342,12,4,6.60,3.53,0.00,0.00,26.40,26.40
979,343,41,2,28.24,17.87,0.00,0.00,56.48,56.48
980,343,15,5,4.06,1.91,0.00,0.00,20.30,20.30
981,343,18,1,17.82,12.26,0.00,0.00,17.82,17.82
982,344,44,3,13.92,9.30,0.00,0.00,41.76,41.76
983,344,59,4,4.73,1.97,0.00,0.00,18.92,18.92
984,345,35,4,21.73,12.45,0.00,0.00,86.92,86.92
985,345,40,4,15.88,8.61,0.00,0.00,63.52,63.52
986,346,24,5,30.25,14.40,0.00,0.00,151.25,151.25
987,346,15,1,4.18,1.91,0.00,0.00,4.18,4.18
988,347,49,5,19.51,10.66,0.00,0.00,97.55,97.55
989,347,45,1,16.98,11.07,0.00,0.00,16.98,16.98
990,347,24,1,30.02,14.40,0.00,0.00,30.02,30.02
991,348,51,4,26.43,17.62,0.00,0.00,105.72,105.72
992,348,37,5,8.01,5.38,0.00,0.00,40.05,40.05
993,349,32,5,26.18,17.58,0.00,0.00,130.90,130.90
994,350,4,3,8.30,4.13,0.00,0.00,24.90,24.90
995,350,27,3,11.41,5.35,0.00,0.00,34.23,34.23
996,351,18,3,19.53,12.26,0.00,0.00,58.59,58.59
997,351,31,1,5.18,3.03,0.00,0.00,5.18,5.18
998,351,13,3,10.39,6.09,0.00,0.00,31.17,31.17
999,351,10,4,12.68,6.42,0.00,0.00,50.72,50.72
1000,352,34,2,12.89,6.89,0.00,0.00,25.78,25.78
1001,352,51,4,24.73,17.62,0.00,0.00,98.92,98.92
1002,353,32,3,26.86,17.58,0.00,0.00,80.58,80.58
1003,353,17,1,33.17,19.07,0.00,0.00,33.17,33.17
1004,354,7,4,8.22,4.00,0.00,0.00,32.88,32.88
1005,354,21,1,10.97,5.46,0.00,0.00,10.97,10.97
1006,354,22,5,16.20,11.58,0.00,0.00,81.00,81.00
1007,355,56,4,13.53,5.85,0.00,0.00,54.12,54.12
1008,356,23,3,12.37,6.91,0.00,0.00,37.11,37.11
1009,356,55,3,5.79,2.53,0.00,0.00,17.37,17.37
1010,356,53,1,22.99,12.61,0.00,0.00,22.99,22.99
1011,357,3,1,13.82,7.05,0.00,0.00,13.82,13.82
1012,357,58,5,4.84,2.92,0.00,0.00,24.20,24.20
1013,358,53,5,24.18,12.61,0.00,0.00,120.90,120.90
1014,358,48,2,40.77,17.58,0.00,0.00,81.54,81.54
1015,358,16,4,5.87,3.65,0.00,0.00,23.48,23.48
1016,358,54,4,10.76,5.48,0.00,0.00,43.04,43.04
1017,358,23,2,12.13,6.91,0.00,0.00,24.26,24.26
1018,359,6,2,6.07,3.45,0.00,0.00,12.14,12.14
1019,359,33,4,10.48,6.80,0.00,0.00,41.92,41.92
1020,360,11,1,3.43,2.23,0.00,0.00,3.43,3.43
1021,360,51,1,25.69,17.62,0.00,0.00,25.69,25.69
1022,361,40,1,15.30,8.61,0.00,0.00,15.30,15.30
1023,361,30,4,10.43,5.71,0.00,0.00,41.72,41.72
1024,362,37,5,8.46,5.38,0.00,0.00,42.30,42.30
1025,362,11,5,3.46,2.23,0.00,0.00,17.30,17.30
1026,362,26,2,5.69,3.42,0.00,0.00,11.38,11.38
1027,362,51,3,26.69,17.62,0.00,0.00,80.07,80.07
1028,362,40,5,15.64,8.61,0.00,0.00,78.20,78.20
1029,363,38,2,7.46,4.85,0.00,0.00,14.92,14.92
1030,363,8,1,8.03,5.34,0.00,0.00,8.03,8.03
1031,363,1,1,16.06,8.14,0.00,0.00,16.06,16.06
1032,363,36,3,21.15,11.38,0.00,0.00,63.45,63.45
1033,364,25,3,5.91,3.77,0.00,0.00,17.73,17.73
1034,364,26,2,5.23,3.42,0.00,0.00,10.46,10.46
1035,364,44,4,14.45,9.30,0.00,0.00,57.80,57.80
1036,365,30,2,11.43,5.71,0.00,0.00,22.86,22.86
1037,365,19,2,36.95,20.01,0.00,0.00,73.90,73.90
1038,365,49,1,20.86,10.66,0.00,0.00,20.86,20.86
1039,365,42,1,11.24,5.39,0.00,0.00,11.24,11.24
1040,366,24,2,30.27,14.40,0.00,0.00,60.54,60.54
1041,366,38,4,7.68,4.85,0.00,0.00,30.72,30.72
1042,366,46,4,22.06,14.53,0.00,0.00,88.24,88.24
1043,367,41,1,28.92,17.87,0.00,0.00,28.92,28.92
1044,368,55,5,5.92,2.53,0.00,0.00,29.60,29.60
1045,368,47,2,32.38,15.78,0.00,0.00,64.76,64.76
1046,368,47,4,32.31,15.78,0.00,0.00,129.24,129.24
1047,369,36,3,19.59,11.38,0.00,0.00,58.77,58.77
1048,369,59,1,4.63,1.97,0.00,0.00,4.63,4.63
1049,370,45,4,16.44,11.07,0.00,0.00,65.76,65.76
1050,370,47,4,29.00,15.78,0.00,0.00,116.00,116.00
1051,370,40,4,16.24,8.61,0.00,0.00,64.96,64.96
1052,370,11,3,3.41,2.23,0.00,0.00,10.23,10.23
1053,371,16,1,5.55,3.65,0.00,0.00,5.55,5.55
1054,371,16,2,6.02,3.65,0.00,0.00,12.04,12.04
1055,371,30,4,11.59,5.71,0.00,0.00,46.36,46.36
1056,371,13,3,10.06,6.09,0.00,0.00,30.18,30.18
1057,372,4,1,7.78,4.13,0.00,0.00,7.78,7.78
1058,372,19,2,35.34,20.01,0.00,0.00,70.68,70.68
1059,372,13,5,9.25,6.09,0.00,0.00,46.25,46.25
1060,372,16,4,5.82,3.65,0.00,0.00,23.28,23.28
1061,373,57,5,6.74,4.03,0.00,0.00,33.70,33.70
1062,373,23,3,11.65,6.91,0.00,0.00,34.95,34.95
1063,373,17,2,34.60,19.07,0.00,0.00,69.20,69.20
1064,373,40,5,17.60,8.61,0.00,0.00,88.00,88.00
1065,373,23,2,11.64,6.91,0.00,0.00,23.28,23.28
1066,373,28,2,4.30,2.78,0.00,0.00,8.60,8.60
1067,374,46,3,21.46,14.53,0.00,0.00,64.38,64.38
1068,374,10,3,12.46,6.42,0.00,0.00,37.38,37.38
1069,375,13,1,9.50,6.09,0.00,0.00,9.50,9.50
1070,375,3,1,14.23,7.05,0.00,0.00,14.23,14.23
1071,375,56,4,11.78,5.85,0.00,0.00,47.12,47.12
1072,376,40,5,17.02,8.61,0.00,0.00,85.10,85.10
1073,376,6,2,5.60,3.45,0.00,0.00,11.20,11.20
1074,376,25,2,5.23,3.77,0.00,0.00,10.46,10.46
1075,377,47,1,33.35,15.78,0.00,0.00,33.35,33.35
1076,377,6,4,6.25,3.45,0.00,0.00,25.00,25.00
1077,378,51,4,23.89,17.62,0.00,0.00,95.56,95.56
1078,378,46,3,21.70,14.53,0.00,0.00,65.10,65.10
1079,378,49,2,19.37,10.66,0.00,0.00,38.74,38.74
1080,378,51,3,26.92,17.62,0.00,0.00,80.76,80.76
1081,379,33,4,10.42,6.80,0.00,0.00,41.68,41.68
1082,380,56,2,11.93,5.85,0.00,0.00,23.86,23.86
1083,380,52,2,35.51,23.52,0.00,0.00,71.02,71.02
1084,381,56,2,12.91,5.85,0.00,0.00,25.82,25.82
1085,381,33,4,10.10,6.80,0.00,0.00,40.40,40.40
1086,381,33,2,10.02,6.80,0.00,0.00,20.04,20.04
1087,381,34,3,12.90,6.89,0.00,0.00,38.70,38.70
1088,382,25,5,5.58,3.77,0.00,0.00,27.90,27.90
1089,382,26,3,5.68,3.42,0.00,0.00,17.04,17.04
1090,383,13,3,9.63,6.09,0.00,0.00,28.89,28.89
1091,383,57,2,6.53,4.03,0.00,0.00,13.06,13.06
1092,383,58,4,4.69,2.92,0.00,0.00,18.76,18.76
1093,384,12,2,7.25,3.53,0.00,0.00,14.50,14.50
1094,384,47,2,31.83,15.78,0.00,0.00,63.66,63.66
1095,385,22,2,16.25,11.58,0.00,0.00,32.50,32.50
1096,385,45,5,17.00,11.07,0.00,0.00,85.00,85.00
1097,385,35,2,21.54,12.45,0.00,0.00,43.08,43.08
1098,386,31,5,4.84,3.03,0.00,0.00,24.20,24.20
1099,387,46,4,22.16,14.53,0.00,0.00,88.64,88.64
1100,387,23,4,11.21,6.91,0.00,0.00,44.84,44.84
1101,387,30,5,11.67,5.71,0.00,0.00,58.35,58.35
1102,387,54,2,9.81,5.48,0.00,0.00,19.62,19.62
1103,387,21,4,10.88,5.46,0.00,0.00,43.52,43.52
1104,388,33,1,10.69,6.80,0.00,0.00,10.69,10.69
1105,388,54,5,9.83,5.48,0.00,0.00,49.15,49.15
1106,388,12,3,6.70,3.53,0.00,0.00,20.10,20.10
1107,389,7,5,7.86,4.00,0.00,0.00,39.30,39.30
1108,389,31,4,5.15,3.03,0.00,0.00,20.60,20.60
1109,389,47,5,32.18,15.78,0.00,0.00,160.90,160.90
1110,390,19,3,34.03,20.01,0.00,0.00,102.09,102.09
1111,390,44,5,14.43,9.30,0.00,0.00,72.15,72.15
1112,390,54,5,9.71,5.48,0.00,0.00,48.55,48.55
1113,390,46,2,20.63,14.53,0.00,0.00,41.26,41.26
1114,391,42,2,11.79,5.39,0.00,0.00,23.58,23.58
1115,391,22,3,16.56,11.58,0.00,0.00,49.68,49.68
1116,392,56,5,13.28,5.85,0.00,0.00,66.40,66.40
1117,392,60,1,3.56,1.51,0.00,0.00,3.56,3.56
1118,392,25,5,5.35,3.77,0.00,0.00,26.75,26.75
1119,392,60,2,3.35,1.51,0.00,0.00,6.70,6.70
1120,393,33,2,10.64,6.80,0.00,0.00,21.28,21.28
1121,393,11,2,3.51,2.23,0.00,0.00,7.02,7.02
1122,394,48,4,41.38,17.58,0.00,0.00,165.52,165.52
1123,394,56,1,13.47,5.85,0.00,0.00,13.47,13.47
1124,394,15,3,4.03,1.91,0.00,0.00,12.09,12.09
1125,394,29,4,11.72,7.21,0.00,0.00,46.88,46.88
1126,394,54,3,9.64,5.48,0.00,0.00,28.92,28.92
1127,394,24,1,28.89,14.40,0.00,0.00,28.89,28.89
1128,394,22,5,16.91,11.58,0.00,0.00,84.55,84.55
1129,395,53,5,23.09,12.61,0.00,0.00,115.45,115.45
1130,395,47,1,32.38,15.78,0.00,0.00,32.38,32.38
1131,395,32,2,27.78,17.58,0.00,0.00,55.56,55.56
1132,396,13,2,9.58,6.09,0.00,0.00,19.16,19.16
1133,397,17,4,34.46,19.07,0.00,0.00,137.84,137.84
1134,397,34,2,13.88,6.89,0.00,0.00,27.76,27.76
1135,398,42,2,12.11,5.39,0.00,0.00,24.22,24.22
1136,398,28,2,4.88,2.78,0.00,0.00,9.76,9.76
1137,399,47,5,33.24,15.78,0.00,0.00,166.20,166.20
1138,399,36,2,19.67,11.38,0.00,0.00,39.34,39.34
1139,399,16,3,5.82,3.65,0.00,0.00,17.46,17.46
1140,399,38,1,7.81,4.85,0.00,0.00,7.81,7.81
1141,400,3,1,14.30,7.05,0.00,0.00,14.30,14.30
1142,400,24,4,29.60,14.40,0.00,0.00,118.40,118.40
1143,400,14,3,3.86,2.08,0.00,0.00,11.58,11.58
1144,401,18,5,18.88,12.26,0.00,0.00,94.40,94.40
1145,401,6,3,6.27,3.45,0.00,0.00,18.81,18.81
1146,402,17,4,36.75,19.07,0.00,0.00,147.00,147.00
1147,402,41,1,27.56,17.87,0.00,0.00,27.56,27.56
1148,403,59,5,4.22,1.97,0.00,0.00,21.10,21.10
1149,404,22,4,17.13,11.58,0.00,0.00,68.52,68.52
1150,404,51,5,23.77,17.62,0.00,0.00,118.85,118.85
1151,404,19,5,37.37,20.01,0.00,0.00,186.85,186.85
1152,404,52,2,35.83,23.52,0.00,0.00,71.66,71.66
1153,405,34,4,13.88,6.89,0.00,0.00,55.52,55.52
1154,405,44,4,12.60,9.30,0.00,0.00,50.40,50.40
1155,405,11,3,3.66,2.23,0.00,0.00,10.98,10.98
1156,405,51,3,26.73,17.62,0.00,0.00,80.19,80.19
1157,406,42,5,11.05,5.39,0.00,0.00,55.25,55.25
1158,406,34,3,14.17,6.89,0.00,0.00,42.51,42.51
1159,407,1,1,14.53,8.14,0.00,0.00,14.53,14.53
1160,407,43,2,15.37,10.28,0.00,0.00,30.74,30.74
1161,408,35,5,20.94,12.45,0.00,0.00,104.70,104.70
1162,408,28,1,4.95,2.78,0.00,0.00,4.95,4.95
1163,408,29,4,11.18,7.21,0.00,0.00,44.72,44.72
1164,409,26,4,5.56,3.42,0.00,0.00,22.24,22.24
1165,409,57,4,6.02,4.03,0.00,0.00,24.08,24.08
1166,410,16,5,5.88,3.65,0.00,0.00,29.40,29.40
1167,410,45,1,17.23,11.07,0.00,0.00,17.23,17.23
1168,410,60,2,3.34,1.51,0.00,0.00,6.68,6.68
1169,411,1,4,15.92,8.14,0.00,0.00,63.68,63.68
1170,411,18,3,19.41,12.26,0.00,0.00,58.23,58.23
1171,411,14,4,3.73,2.08,0.00,0.00,14.92,14.92
1172,411,60,1,3.63,1.51,0.00,0.00,3.63,3.63
1173,411,41,1,25.94,17.87,0.00,0.00,25.94,25.94
1174,412,34,1,13.49,6.89,0.00,0.00,13.49,13.49
1175,412,59,1,4.30,1.97,0.00,0.00,4.30,4.30
1176,412,1,1,15.94,8.14,0.00,0.00,15.94,15.94
1177,413,41,3,28.32,17.87,0.00,0.00,84.96,84.96
1178,413,32,3,29.79,17.58,0.00,0.00,89.37,89.37
1179,413,44,3,13.37,9.30,0.00,0.00,40.11,40.11
1180,414,22,3,16.40,11.58,0.00,0.00,49.20,49.20
1181,415,49,2,19.04,10.66,0.00,0.00,38.08,38.08
1182,415,31,3,5.08,3.03,0.00,0.00,15.24,15.24
1183,415,57,2,6.78,4.03,0.00,0.00,13.56,13.56
1184,416,1,3,15.09,8.14,0.00,0.00,45.27,45.27
1185,416,37,2,8.03,5.38,0.00,0.00,16.06,16.06
1186,416,8,1,9.15,5.34,0.00,0.00,9.15,9.15
1187,417,9,4,4.22,2.11,0.00,0.00,16.88,16.88
1188,417,8,2,8.95,5.34,0.00,0.00,17.90,17.90
1189,417,32,3,29.31,17.58,0.00,0.00,87.93,87.93
1190,418,8,3,8.42,5.34,0.00,0.00,25.26,25.26
1191,418,59,3,4.60,1.97,0.00,0.00,13.80,13.80
1192,418,6,3,5.52,3.45,0.00,0.00,16.56,16.56
1193,419,38,5,7.57,4.85,0.00,0.00,37.85,37.85
1194,419,12,5,6.57,3.53,0.00,0.00,32.85,32.85
1195,419,3,5,13.11,7.05,0.00,0.00,65.55,65.55
1196,420,52,1,32.49,23.52,0.00,0.00,32.49,32.49
1197,421,1,5,16.36,8.14,0.00,0.00,81.80,81.80
1198,421,26,4,5.76,3.42,0.00,0.00,23.04,23.04
1199,422,36,3,19.93,11.38,0.00,0.00,59.79,59.79
1200,422,2,2,12.91,7.99,0.00,0.00,25.82,25.82
1201,423,16,3,5.70,3.65,0.00,0.00,17.10,17.10
1202,424,30,3,11.79,5.71,0.00,0.00,35.37,35.37
1203,424,14,1,3.55,2.08,0.00,0.00,3.55,3.55
1204,424,56,3,11.74,5.85,0.00,0.00,35.22,35.22
1205,425,11,2,3.36,2.23,0.00,0.00,6.72,6.72
1206,426,15,4,4.19,1.91,0.00,0.00,16.76,16.76
1207,426,46,2,20.22,14.53,0.00,0.00,40.44,40.44
1208,427,4,1,8.64,4.13,0.00,0.00,8.64,8.64
1209,427,9,4,4.28,2.11,0.00,0.00,17.12,17.12
1210,428,41,5,25.84,17.87,0.00,0.00,129.20,129.20
1211,429,54,5,10.30,5.48,0.00,0.00,51.50,51.50
1212,429,48,5,41.56,17.58,0.00,0.00,207.80,207.80
1213,429,47,3,32.16,15.78,0.00,0.00,96.48,96.48
1214,429,60,3,3.38,1.51,0.00,0.00,10.14,10.14
1215,429,60,2,3.32,1.51,0.00,0.00,6.64,6.64
1216,430,25,1,5.94,3.77,0.00,0.00,5.94,5.94
1217,430,5,3,6.37,2.76,0.00,0.00,19.11,19.11
1218,430,1,2,16.09,8.14,0.00,0.00,32.18,32.18
1219,430,50,2,22.83,13.05,0.00,0.00,45.66,45.66
1220,430,55,4,5.76,2.53,0.00,0.00,23.04,23.04
1221,431,11,5,3.35,2.23,0.00,0.00,16.75,16.75
1222,432,39,5,26.75,16.63,0.00,0.00,133.75,133.75
1223,432,51,4,24.38,17.62,0.00,0.00,97.52,97.52
1224,432,30,1,10.92,5.71,0.00,0.00,10.92,10.92
1225,432,43,4,15.38,10.28,0.00,0.00,61.52,61.52
1226,432,6,2,5.53,3.45,0.00,0.00,11.06,11.06
1227,433,49,5,20.32,10.66,0.00,0.00,101.60,101.60
1228,433,35,4,22.28,12.45,0.00,0.00,89.12,89.12
1229,433,55,1,5.88,2.53,0.00,0.00,5.88,5.88
1230,434,7,3,8.40,4.00,0.00,0.00,25.20,25.20
1231,434,22,1,17.02,11.58,0.00,0.00,17.02,17.02
1232,434,53,4,23.46,12.61,0.00,0.00,93.84,93.84
1233,434,19,4,33.55,20.01,0.00,0.00,134.20,134.20
1234,434,3,3,13.83,7.05,0.00,0.00,41.49,41.49
1235,435,14,3,3.60,2.08,0.00,0.00,10.80,10.80
1236,435,56,5,13.44,5.85,0.00,0.00,67.20,67.20
1237,435,55,5,6.13,2.53,0.00,0.00,30.65,30.65
1238,435,59,3,4.67,1.97,0.00,0.00,14.01,14.01
1239,435,28,1,4.76,2.78,0.00,0.00,4.76,4.76
1240,436,32,5,26.31,17.58,0.00,0.00,131.55,131.55
1241,436,19,5,32.78,20.01,0.00,0.00,163.90,163.90
1242,436,58,2,4.76,2.92,0.00,0.00,9.52,9.52
1243,436,44,5,14.02,9.30,0.00,0.00,70.10,70.10
1244,437,8,2,8.04,5.34,0.00,0.00,16.08,16.08
1245,437,53,1,22.21,12.61,0.00,0.00,22.21,22.21
1246,437,31,4,4.96,3.03,0.00,0.00,19.84,19.84
1247,437,15,4,4.28,1.91,0.00,0.00,17.12,17.12
1248,438,1,4,14.61,8.14,0.00,0.00,58.44,58.44
1249,438,33,2,9.82,6.80,0.00,0.00,19.64,19.64
1250,438,39,2,26.33,16.63,0.00,0.00,52.66,52.66
1251,438,8,4,8.11,5.34,0.00,0.00,32.44,32.44
1252,439,10,4,11.70,6.42,0.00,0.00,46.80,46.80
1253,439,52,1,33.19,23.52,0.00,0.00,33.19,33.19
1254,439,27,1,11.36,5.35,0.00,0.00,11.36,11.36
1255,439,23,5,11.11,6.91,0.00,0.00,55.55,55.55
1256,439,13,1,10.00,6.09,0.00,0.00,10.00,10.00
1257,440,11,2,3.23,2.23,0.00,0.00,6.46,6.46
1258,440,35,1,19.61,12.45,0.00,0.00,19.61,19.61
1259,440,40,3,15.34,8.61,0.00,0.00,46.02,46.02
1260,440,10,5,12.01,6.42,0.00,0.00,60.05,60.05
1261,441,47,2,29.79,15.78,0.00,0.00,59.58,59.58
1262,441,28,4,4.40,2.78,0.00,0.00,17.60,17.60
1263,442,34,3,12.45,6.89,0.00,0.00,37.35,37.35
1264,442,26,2,5.55,3.42,0.00,0.00,11.10,11.10
1265,442,35,2,22.36,12.45,0.00,0.00,44.72,44.72
1266,442,22,2,16.52,11.58,0.00,0.00,33.04,33.04
1267,443,14,1,3.76,2.08,0.00,0.00,3.76,3.76
1268,444,33,1,10.90,6.80,0.00,0.00,10.90,10.90
1269,444,5,3,5.70,2.76,0.00,0.00,17.10,17.10
1270,445,15,2,4.15,1.91,0.00,0.00,8.30,8.30
1271,445,55,1,5.73,2.53,0.00,0.00,5.73,5.73
1272,445,1,2,16.55,8.14,0.00,0.00,33.10,33.10
1273,445,58,4,4.89,2.92,0.00,0.00,19.56,19.56
1274,445,13,4,10.14,6.09,0.00,0.00,40.56,40.56
1275,445,41,5,25.34,17.87,0.00,0.00,126.70,126.70
1276,446,27,3,10.72,5.35,0.00,0.00,32.16,32.16
1277,447,18,4,18.14,12.26,0.00,0.00,72.56,72.56
1278,447,50,1,23.76,13.05,0.00,0.00,23.76,23.76
1279,448,9,5,4.08,2.11,0.00,0.00,20.40,20.40
1280,448,3,1,14.08,7.05,0.00,0.00,14.08,14.08
1281,449,4,5,8.29,4.13,0.00,0.00,41.45,41.45
1282,449,14,5,3.70,2.08,0.00,0.00,18.50,18.50
1283,450,27,5,11.55,5.35,0.00,0.00,57.75,57.75
1284,450,34,3,12.53,6.89,0.00,0.00,37.59,37.59
1285,450,27,2,10.97,5.35,0.00,0.00,21.94,21.94
1286,450,36,4,19.56,11.38,0.00,0.00,78.24,78.24
1287,451,40,1,16.46,8.61,0.00,0.00,16.46,16.46
1288,452,21,1,10.19,5.46,0.00,0.00,10.19,10.19
1289,452,45,5,16.77,11.07,0.00,0.00,83.85,83.85
1290,453,25,3,5.79,3.77,0.00,0.00,17.37,17.37
1291,453,14,1,3.70,2.08,0.00,0.00,3.70,3.70
1292,453,41,2,28.83,17.87,0.00,0.00,57.66,57.66
1293,454,24,5,31.93,14.40,0.00,0.00,159.65,159.65
1294,455,26,5,5.21,3.42,0.00,0.00,26.05,26.05
